iter	Poisson
793	-4213.390244
794	-4213.392092
795	-4213.395719
796	-4213.399367
797	-4213.400423
798	-4213.402637
799	-4213.404229
800	-4213.406549
801	-4213.412219
802	-4213.413821
803	-4213.416046
804	-4213.420183
805	-4213.421836
806	-4213.425129
807	-4213.427793
808	-4213.429177
809	-4213.429954
810	-4213.432101
811	-4213.434407
812	-4213.443518
813	-4213.445924
814	-4213.45128
815	-4213.454915
816	-4213.462455
817	-4213.464011
818	-4213.467949
819	-4213.471412
820	-4213.476025
821	-4213.479884
822	-4213.485093
823	-4213.489561
824	-4213.494141
825	-4213.495456
826	-4213.497523
827	-4213.502782
828	-4213.506339
829	-4213.510701
830	-4213.514001
831	-4213.516673
832	-4213.520673
833	-4213.52277
834	-4213.523187
835	-4213.526456
836	-4213.52779
837	-4213.528925
838	-4213.533276
839	-4213.536569
840	-4213.540121
841	-4213.542573
842	-4213.546198
843	-4213.548946
844	-4213.550643
845	-4213.552533
846	-4213.55389
847	-4213.555862
848	-4213.556601
849	-4213.559071
850	-4213.564735
851	-4213.564869
852	-4213.571665
853	-4213.574842
854	-4213.577225
855	-4213.582406
856	-4213.584122
857	-4213.586148
858	-4213.587064
859	-4213.588623
860	-4213.593465
861	-4213.594541
862	-4213.597696
863	-4213.602191
864	-4213.606102
865	-4213.610008
866	-4213.618573
867	-4213.620175
868	-4213.622226
869	-4213.623178
870	-4213.625028
871	-4213.630877
872	-4213.633713
873	-4213.637728
874	-4213.641027
875	-4213.645165
876	-4213.650038
877	-4213.651714
878	-4213.655049
879	-4213.657153
880	-4213.657778
881	-4213.662689
882	-4213.662957
883	-4213.664476
884	-4213.667715
885	-4213.669639
886	-4213.6741
887	-4213.677671
888	-4213.682566
889	-4213.68938
890	-4213.691019
891	-4213.692739
892	-4213.695111
893	-4213.698385
894	-4213.702385
895	-4213.703782
896	-4213.705158
897	-4213.705354
898	-4213.708146
899	-4213.710252
900	-4213.713014
901	-4213.718748
902	-4213.723359
903	-4213.724333
904	-4213.726384
905	-4213.72788
906	-4213.732646
907	-4213.739161
908	-4213.742553
909	-4213.743977
910	-4213.745558
911	-4213.746597
912	-4213.751115
913	-4213.754059
914	-4213.755001
915	-4213.757377
916	-4213.759129
917	-4213.760636
918	-4213.762007
919	-4213.765116
920	-4213.766001
921	-4213.767812
922	-4213.772231
923	-4213.773216
924	-4213.773825
925	-4213.775053
926	-4213.775793
927	-4213.776552
928	-4213.7796
929	-4213.781286
930	-4213.782051
931	-4213.783152
932	-4213.786529
933	-4213.788584
934	-4213.790841
935	-4213.794695
936	-4213.795562
937	-4213.799195
938	-4213.802907
939	-4213.80334
940	-4213.804269
941	-4213.805855
942	-4213.806897
943	-4213.808583
944	-4213.810955
945	-4213.812345
946	-4213.813038
947	-4213.813853
948	-4213.814723
949	-4213.816698
950	-4213.818073
951	-4213.819152
952	-4213.821035
953	-4213.825478
954	-4213.826895
955	-4213.830838
956	-4213.832389
957	-4213.833171
958	-4213.833909
959	-4213.836027
960	-4213.83796
961	-4213.839399
962	-4213.840216
963	-4213.842065
964	-4213.845919
965	-4213.85004
966	-4213.851666
967	-4213.851959
968	-4213.85361
969	-4213.855199
970	-4213.856487
971	-4213.858717
972	-4213.860498
973	-4213.861846
974	-4213.863225
975	-4213.864692
976	-4213.866472
977	-4213.867481
978	-4213.872208
979	-4213.872918
980	-4213.874352
981	-4213.877536
982	-4213.881056
983	-4213.883294
984	-4213.886869
985	-4213.888426
986	-4213.889418
987	-4213.890912
988	-4213.891543
989	-4213.897181
990	-4213.899624
991	-4213.900195
992	-4213.901303
993	-4213.902678
994	-4213.904049
995	-4213.9052
996	-4213.906232
997	-4213.906852
998	-4213.90852
999	-4213.909526
